BreakableBlock,6,5,78
BreakableBlock,-10,11,54
Block,12,0,174
BreakableBlock,4,15,78
BreakableBlock,20,3,42
BreakableBlock,22,13,70
Block,9,0,-45
BreakableBlock,22,9,72
Block,-45,0,123
BreakableBlock,-4,15,48
BreakableBlock,24,9,68
Block,0,0,3
BreakableBlock,22,9,50
BreakableBlock,16,7,86
Block,-18,0,219
BreakableBlock,-2,5,88
Block,45,0,195
BreakableBlock,16,7,74
Block,-33,0,204
BreakableBlock,2,3,54
BreakableBlock,18,11,50
BreakableBlock,20,7,42
BreakableBlock,-14,11,52
BreakableBlock,-6,9,68
Block,-51,0,183
Block,-21,0,129
Block,15,0,21
BreakableBlock,2,3,50
Block,-9,0,-42
BreakableBlock,-18,11,72
BreakableBlock,4,3,84
BreakableBlock,8,15,38
Block,42,0,192
BreakableBlock,-4,3,88
Block,-3,0,204
BreakableBlock,22,7,72
BreakableBlock,-16,7,84
BreakableBlock,12,3,46
Block,30,0,-12
Block,21,0,111
Block,-15,0,96
BreakableBlock,20,3,68
BreakableBlock,-4,15,90
Block,3,0,171
BreakableBlock,12,13,64
BreakableBlock,-16,5,86
Block,-39,0,132
BreakableBlock,-12,5,122
BreakableBlock,-20,7,68
Block,-27,0,-15
BreakableBlock,10,5,34
BreakableBlock,4,7,92
Block,-42,0,159
BreakableBlock,6,13,68
BreakableBlock,-2,13,68
Block,0,0,153
BreakableBlock,8,9,38
Block,-33,0,111
BreakableBlock,12,5,68
BreakableBlock,-12,13,72
BreakableBlock,-4,15,32
Block,6,0,-45
Block,-18,0,213
BreakableBlock,-18,3,46
BreakableBlock,-2,5,32
BreakableBlock,12,11,90
BreakableBlock,-4,13,72
BreakableBlock,22,3,88
Block,-39,0,156
BreakableBlock,14,9,50
BreakableBlock,2,9,92
BreakableBlock,-10,15,54
BreakableBlock,4,5,42
BreakableBlock,-18,5,122
Block,21,0,147
BreakableBlock,-22,15,46
BreakableBlock,18,7,30
Block,3,0,48
BreakableBlock,-14,9,68
BreakableBlock,24,7,34
BreakableBlock,12,3,70
BreakableBlock,20,11,44
Block,36,0,177
BreakableBlock,22,5,92
BreakableBlock,2,9,70
Block,3,0,57
BreakableBlock,-16,13,52
BreakableBlock,0,7,56
BreakableBlock,22,11,30
BreakableBlock,-20,11,30
Block,0,0,87
BreakableBlock,-2,15,80
BreakableBlock,20,7,78
BreakableBlock,-2,7,54
BreakableBlock,-14,9,78
BreakableBlock,-14,3,90
BreakableBlock,18,5,46
BreakableBlock,16,15,80
Block,33,0,183
BreakableBlock,2,7,52
Block,-15,0,219
Block,12,0,165
Block,15,0,213
BreakableBlock,-16,11,86
BreakableBlock,0,13,62
Block,-30,0,216
BreakableBlock,6,3,54
BreakableBlock,12,13,74
Block,12,0,-18
Block,18,0,-18
Block,-30,0,-33
BreakableBlock,22,7,44
BreakableBlock,0,11,50
Block,-42,0,198
BreakableBlock,-6,13,88
BreakableBlock,-12,7,52
BreakableBlock,6,11,74
BreakableBlock,-18,13,44
BreakableBlock,0,3,44
Block,-36,0,156
BreakableBlock,20,13,52
Block,-39,0,186
BreakableBlock,-12,5,70
BreakableBlock,16,7,42
Block,-54,0,117
BreakableBlock,8,7,58
BreakableBlock,22,15,44
Block,-18,0,0
BreakableBlock,-20,15,50
BreakableBlock,14,3,36
BreakableBlock,24,5,38
Block,-48,0,156
BreakableBlock,-18,15,56
BreakableBlock,-20,9,80
BreakableBlock,-12,9,76
Block,-39,0,213
Block,-21,0,186
Block,-9,0,87
BreakableBlock,20,3,50
BreakableBlock,-6,7,80
BreakableBlock,-14,9,54
Block,0,0,69
BreakableBlock,2,7,34
BreakableBlock,-16,13,32
BreakableBlock,20,3,34
BreakableBlock,18,5,66
BreakableBlock,-12,3,92
Block,0,0,66
BreakableBlock,-6,3,70
BreakableBlock,24,3,88
BreakableBlock,-16,5,66
BreakableBlock,18,7,44
BreakableBlock,12,9,30
BreakableBlock,8,3,60
Block,-33,0,-24
BreakableBlock,20,15,34
Block,-30,0,-42
Block,9,0,3
Block,6,0,177
BreakableBlock,20,11,86
Block,33,0,198
BreakableBlock,-20,3,64
BreakableBlock,8,13,82
Block,15,0,72
BreakableBlock,10,3,56
BreakableBlock,-2,7,90
BreakableBlock,-6,13,40
BreakableBlock,6,9,88
Block,6,0,180
BreakableBlock,-10,9,84
Block,-18,0,-45
BreakableBlock,0,11,66
BreakableBlock,24,9,56
Block,-42,0,189
BreakableBlock,-20,9,42
BreakableBlock,-4,15,58
BreakableBlock,-22,13,58
BreakableBlock,24,13,82
BreakableBlock,12,5,56
BreakableBlock,20,3,62
BreakableBlock,-6,7,34
BreakableBlock,14,15,48
BreakableBlock,-22,7,88
Block,21,0,156
BreakableBlock,-22,5,122
BreakableBlock,-16,13,64
Block,-57,0,207
BreakableBlock,16,5,38
Block,-30,0,138
Block,30,0,-24
BreakableBlock,-22,9,72
Block,-45,0,204
BreakableBlock,4,9,76
BreakableBlock,4,7,30
BreakableBlock,-18,15,34
Block,51,0,222
Block,39,0,213
BreakableBlock,-10,7,36
BreakableBlock,-8,7,88
BreakableBlock,12,9,78
BreakableBlock,-10,11,34
Block,-3,0,-51
BreakableBlock,20,7,68
BreakableBlock,-12,13,40
BreakableBlock,-8,9,64
BreakableBlock,14,11,36
Block,-3,0,-24
BreakableBlock,-10,13,54
BreakableBlock,14,9,68
BreakableBlock,-18,3,44
BreakableBlock,-6,9,34
BreakableBlock,-14,13,58
BreakableBlock,-12,13,68
Block,15,0,96
BreakableBlock,22,9,92
Block,-33,0,-51
Block,-18,0,18
BreakableBlock,-6,3,32
Block,6,0,-24
Block,39,0,135
BreakableBlock,2,13,92
BreakableBlock,-18,11,62
BreakableBlock,14,3,76
BreakableBlock,0,3,62
BreakableBlock,-12,3,72
Block,0,0,-15
BreakableBlock,0,9,68
BreakableBlock,22,9,58
BreakableBlock,14,13,90
Block,-6,0,-24
BreakableBlock,-12,9,58
BreakableBlock,4,15,56
Block,33,0,-24
BreakableBlock,-6,9,76
BreakableBlock,0,11,42
Block,-12,0,87
BreakableBlock,-12,7,90
BreakableBlock,10,11,74
Block,30,0,114
BreakableBlock,4,15,46
BreakableBlock,-12,9,88
BreakableBlock,10,15,90
Block,27,0,-21
Block,0,0,18
BreakableBlock,4,7,62
BreakableBlock,16,5,68
Block,-24,0,-21
BreakableBlock,-4,3,54
BreakableBlock,16,5,32
Block,15,0,204
BreakableBlock,-20,7,52
BreakableBlock,10,13,78
Block,33,0,156
BreakableBlock,6,9,38
BreakableBlock,12,13,84
BreakableBlock,18,5,68
BreakableBlock,-20,11,72
BreakableBlock,20,9,86
Block,-3,0,6
BreakableBlock,-6,3,68
Block,3,0,174
BreakableBlock,-10,5,78
BreakableBlock,-2,3,70
Block,6,0,135
Block,42,0,207
Block,48,0,126
BreakableBlock,-6,15,72
BreakableBlock,16,3,50
BreakableBlock,6,9,86
Block,-12,0,108
BreakableBlock,6,5,88
BreakableBlock,-22,3,56
BreakableBlock,-14,15,84
BreakableBlock,8,11,88
Block,15,0,99
BreakableBlock,-18,7,40
BreakableBlock,-22,3,122
BreakableBlock,-14,3,40
BreakableBlock,12,15,38
BreakableBlock,18,9,86
BreakableBlock,-4,13,86
BreakableBlock,-4,15,42
BreakableBlock,-22,5,62
BreakableBlock,14,3,86
BreakableBlock,-12,9,30
BreakableBlock,18,5,88
BreakableBlock,-4,13,42
BreakableBlock,-18,3,70
Block,39,0,177
BreakableBlock,20,13,60
Block,-15,0,90
BreakableBlock,-20,5,50
BreakableBlock,2,7,54
BreakableBlock,22,11,60
BreakableBlock,-22,9,86
BreakableBlock,20,13,58
Block,-45,0,162
BreakableBlock,10,3,44
BreakableBlock,-20,9,60
Block,6,0,60
Block,0,0,180
BreakableBlock,-20,13,52
BreakableBlock,8,3,46
Block,-39,0,159
BreakableBlock,2,5,88
Block,9,0,102
Block,-15,0,105
BreakableBlock,-20,15,38
BreakableBlock,24,15,34
BreakableBlock,12,11,66
Block,-36,0,183
BreakableBlock,18,5,44
Block,33,0,-36
BreakableBlock,-12,9,72
BreakableBlock,-4,11,32
BreakableBlock,18,13,68
BreakableBlock,-10,3,48
Block,18,0,192
Block,-27,0,147
BreakableBlock,6,9,30
BreakableBlock,-8,15,42
Block,3,0,87
Block,24,0,-24
BreakableBlock,20,15,88
Block,-27,0,189
BreakableBlock,14,7,70
BreakableBlock,0,3,54
BreakableBlock,-8,15,62
BreakableBlock,6,13,90
BreakableBlock,-6,5,62
BreakableBlock,-22,13,62
Block,-6,0,66
BreakableBlock,-8,13,46
Block,0,0,225
Block,15,0,225
Block,-24,0,-24
BreakableBlock,-16,15,60
Block,-48,0,195
BreakableBlock,24,11,30
BreakableBlock,0,3,38
BreakableBlock,14,15,44
BreakableBlock,-10,5,86
BreakableBlock,-18,11,66
BreakableBlock,-14,9,62
BreakableBlock,-18,13,38
BreakableBlock,-14,7,50
Block,6,0,162
BreakableBlock,0,5,72
Block,42,0,198
BreakableBlock,20,9,66
BreakableBlock,8,3,64
BreakableBlock,16,9,88
Block,-42,0,144
Block,-3,0,192
BreakableBlock,22,5,64
Block,54,0,192
BreakableBlock,16,15,92
BreakableBlock,-20,5,54
BreakableBlock,-2,15,48
Block,57,0,195
BreakableBlock,-6,9,82
BreakableBlock,0,11,58
Block,27,0,150
BreakableBlock,-12,9,56
BreakableBlock,4,11,68
Block,12,0,48
BreakableBlock,10,9,92
BreakableBlock,18,9,64
BreakableBlock,14,11,56
BreakableBlock,20,15,42
BreakableBlock,-6,11,40
BreakableBlock,12,9,46
Block,3,0,99
Block,-12,0,-15
BreakableBlock,-10,3,84
BreakableBlock,-14,5,78
Block,-33,0,141
Block,18,0,-12
BreakableBlock,-20,13,48
Block,30,0,-6
Block,33,0,171
BreakableBlock,-2,3,80
BreakableBlock,14,3,88
Block,-6,0,-45
BreakableBlock,-12,9,42
BreakableBlock,4,7,40
BreakableBlock,12,5,52
Block,0,0,27
Block,21,0,135
Block,-15,0,120
Block,24,0,171
BreakableBlock,-2,9,60
BreakableBlock,18,7,46
BreakableBlock,-6,13,38
Block,-18,0,57
BreakableBlock,20,5,78
Block,-6,0,213
Block,-36,0,195
BreakableBlock,20,13,88
BreakableBlock,24,7,42
BreakableBlock,24,11,38
Block,3,0,30
Block,15,0,210
BreakableBlock,2,11,74
BreakableBlock,-10,5,48
Block,-18,0,186
Block,-6,0,-27
BreakableBlock,-2,13,62
BreakableBlock,-6,3,80
BreakableBlock,0,15,92
BreakableBlock,6,7,74
BreakableBlock,-18,13,86
BreakableBlock,-10,11,78
BreakableBlock,-10,5,30
Block,39,0,225
Block,12,0,114
BreakableBlock,14,11,46
BreakableBlock,-6,13,78
BreakableBlock,-22,15,54
BreakableBlock,10,5,72
BreakableBlock,-8,7,40
Block,-6,0,21
BreakableBlock,-4,9,68
BreakableBlock,-10,9,40
BreakableBlock,14,7,52
Block,-12,0,36
BreakableBlock,-10,13,66
BreakableBlock,-2,3,40
BreakableBlock,22,9,66
Block,-54,0,153
Block,15,0,84
BreakableBlock,10,9,64
Block,0,0,93
Block,6,0,33
BreakableBlock,4,3,80
BreakableBlock,-2,9,64
BreakableBlock,-16,5,60
BreakableBlock,-6,11,50
Block,-15,0,93
BreakableBlock,24,11,86
BreakableBlock,-10,5,34
Block,-15,0,207
Block,0,0,207
BreakableBlock,-2,9,92
BreakableBlock,10,9,90
BreakableBlock,-16,3,42
BreakableBlock,16,5,70
Block,-18,0,-27
BreakableBlock,6,9,56
BreakableBlock,20,5,40
BreakableBlock,10,15,40
BreakableBlock,6,15,50
BreakableBlock,-10,13,40
Block,-12,0,222
BreakableBlock,-20,5,36
BreakableBlock,-18,3,90
Block,-6,0,-3
Block,24,0,-45
Block,-15,0,186
BreakableBlock,-12,15,68
BreakableBlock,-14,3,88
BreakableBlock,10,3,60
BreakableBlock,-22,11,78
BreakableBlock,-22,3,50
BreakableBlock,-16,9,88
Block,21,0,171
BreakableBlock,-16,11,76
Block,-24,0,-36
BreakableBlock,-14,11,56
Block,6,0,144
Block,0,0,195
BreakableBlock,-10,15,32
BreakableBlock,-2,13,40
Block,39,0,174
BreakableBlock,-14,5,88
BreakableBlock,24,13,64
BreakableBlock,10,11,80
BreakableBlock,2,9,76
Block,27,0,222
BreakableBlock,16,11,38
BreakableBlock,6,5,34
BreakableBlock,24,13,74
Block,0,0,177
BreakableBlock,12,9,88
BreakableBlock,12,9,36
BreakableBlock,10,9,50
BreakableBlock,-18,11,52
Block,3,0,3
BreakableBlock,-18,11,68
BreakableBlock,12,15,90
BreakableBlock,-2,9,40
BreakableBlock,16,7,58
Block,0,0,135
Block,51,0,159
BreakableBlock,22,7,68
BreakableBlock,4,7,80
BreakableBlock,2,7,40
BreakableBlock,-16,7,48
BreakableBlock,2,13,84
BreakableBlock,-12,13,90
BreakableBlock,12,5,30
BreakableBlock,-14,15,86
BreakableBlock,-18,3,38
Block,39,0,186
BreakableBlock,14,15,60
BreakableBlock,-22,13,38
Block,0,0,36
Block,-27,0,138
BreakableBlock,24,15,82
BreakableBlock,-16,13,88
BreakableBlock,18,15,40
BreakableBlock,-4,13,60
Block,54,0,126
BreakableBlock,10,7,66
Block,-33,0,192
BreakableBlock,-10,11,62
BreakableBlock,-20,11,50
BreakableBlock,-10,9,78
Block,-9,0,219
Block,6,0,-21
BreakableBlock,14,5,36
Block,-3,0,156
BreakableBlock,-20,15,72
BreakableBlock,-18,9,48
BreakableBlock,0,9,58
BreakableBlock,10,11,40
BreakableBlock,-14,3,86
BreakableBlock,-14,13,78
BreakableBlock,-18,11,80
BreakableBlock,-18,15,86
BreakableBlock,-14,15,30
BreakableBlock,0,7,52
BreakableBlock,20,11,54
BreakableBlock,-20,9,54
BreakableBlock,24,5,76
BreakableBlock,-4,9,76
BreakableBlock,-22,3,66
BreakableBlock,2,7,76
BreakableBlock,6,9,44
BreakableBlock,10,15,72
BreakableBlock,4,5,68
Block,-15,0,192
BreakableBlock,8,9,86
BreakableBlock,22,11,88
Block,-6,0,-36
Block,12,0,27
BreakableBlock,-16,13,82
Block,-6,0,174
BreakableBlock,10,15,36
BreakableBlock,-10,13,50
BreakableBlock,0,5,44
Block,-30,0,123
BreakableBlock,-22,15,66
Block,30,0,225
BreakableBlock,14,9,92
BreakableBlock,-18,7,46
BreakableBlock,20,7,76
BreakableBlock,-8,7,34
BreakableBlock,18,9,92
Block,9,0,114
BreakableBlock,22,9,46
BreakableBlock,-12,13,32
Block,-33,0,120
Block,-18,0,81
BreakableBlock,10,13,56
Block,-36,0,216
Block,15,0,141
BreakableBlock,-8,9,80
BreakableBlock,-12,5,88
Block,9,0,-36
Block,27,0,135
BreakableBlock,4,15,84
Block,6,0,120
Block,-9,0,120
BreakableBlock,4,11,32
Block,-30,0,-27
Block,30,0,-42
BreakableBlock,0,3,40
BreakableBlock,-12,5,50
Block,33,0,-30
Block,24,0,108
BreakableBlock,0,5,60
BreakableBlock,12,7,74
BreakableBlock,6,5,42
BreakableBlock,16,3,72
BreakableBlock,18,9,66
Block,-54,0,165
BreakableBlock,2,11,36
BreakableBlock,-16,9,68
BreakableBlock,20,15,90
Block,39,0,168
BreakableBlock,16,13,76
BreakableBlock,-6,9,92
BreakableBlock,-10,5,36
BreakableBlock,18,15,58
Block,-30,0,195
BreakableBlock,24,15,50
BreakableBlock,-16,15,56
BreakableBlock,16,7,52
BreakableBlock,14,3,34
Block,33,0,114
BreakableBlock,-4,7,40
BreakableBlock,-6,9,70
BreakableBlock,12,5,36
BreakableBlock,8,11,54
BreakableBlock,4,11,36
BreakableBlock,22,7,70
Block,-39,0,138
BreakableBlock,-14,7,48
Block,-18,0,216
Block,36,0,117
Block,21,0,-33
Block,48,0,141
BreakableBlock,-10,11,74
Block,24,0,-51
BreakableBlock,2,7,86
BreakableBlock,-8,15,74
BreakableBlock,0,15,46
BreakableBlock,10,5,88
Block,-15,0,54
Block,51,0,186
Block,54,0,213
BreakableBlock,6,3,40
Block,-6,0,102
BreakableBlock,20,5,86
BreakableBlock,4,7,60
BreakableBlock,-12,11,38
BreakableBlock,-14,13,52
Block,-3,0,-27
Block,3,0,225
Block,-12,0,18
Block,15,0,105
BreakableBlock,16,11,48
BreakableBlock,-22,11,58
BreakableBlock,0,3,84
BreakableBlock,16,11,46
Block,-6,0,195
Block,-3,0,165
BreakableBlock,10,7,54
Block,27,0,132
Block,21,0,-36
BreakableBlock,18,11,30
BreakableBlock,-12,15,62
BreakableBlock,8,3,90
BreakableBlock,2,11,54
BreakableBlock,-10,3,38
BreakableBlock,4,3,86
BreakableBlock,-4,13,76
BreakableBlock,10,7,80
Block,-18,0,132
Block,-51,0,147
BreakableBlock,-16,3,48
Block,18,0,144
BreakableBlock,10,7,52
Block,0,0,129
BreakableBlock,4,15,70
Block,6,0,204
BreakableBlock,-2,15,64
Block,9,0,138
BreakableBlock,8,13,52
Block,12,0,-48
BreakableBlock,24,15,72
BreakableBlock,10,15,62
BreakableBlock,-14,5,56
BreakableBlock,-16,3,30
BreakableBlock,-20,7,34
Block,-15,0,141
BreakableBlock,-20,7,32
Block,54,0,171
BreakableBlock,22,9,82
Block,33,0,138
BreakableBlock,18,11,42
BreakableBlock,-2,15,92
BreakableBlock,6,9,66
BreakableBlock,20,9,62
BreakableBlock,2,13,50
Block,-15,0,-51
BreakableBlock,-12,7,82
BreakableBlock,2,5,70
BreakableBlock,10,5,50
BreakableBlock,-14,3,36
BreakableBlock,-2,9,42
BreakableBlock,0,11,74
Block,27,0,123
BreakableBlock,-14,9,80
BreakableBlock,-22,15,52
BreakableBlock,18,5,62
BreakableBlock,-12,9,38
Block,9,0,9
Block,-21,0,-12
BreakableBlock,14,5,34
BreakableBlock,18,9,42
BreakableBlock,0,5,88
Block,-9,0,-6
BreakableBlock,8,15,86
BreakableBlock,22,7,32
BreakableBlock,-12,11,72
BreakableBlock,20,7,58
BreakableBlock,-2,13,92
Block,9,0,129
BreakableBlock,8,15,58
BreakableBlock,6,3,84
BreakableBlock,22,7,58
BreakableBlock,-18,11,78
BreakableBlock,0,13,86
Block,-24,0,201
BreakableBlock,12,7,52
Block,-36,0,150
Block,-12,0,156
BreakableBlock,14,3,82
Block,-21,0,-27
BreakableBlock,8,3,86
Block,-36,0,207
BreakableBlock,-10,15,52
Block,9,0,66
BreakableBlock,0,9,92
BreakableBlock,-2,3,90
BreakableBlock,-16,7,54
BreakableBlock,-10,11,38
BreakableBlock,-12,3,56
BreakableBlock,-16,11,40
BreakableBlock,2,3,52
BreakableBlock,18,7,80
BreakableBlock,-14,7,30
BreakableBlock,-6,11,62
Block,18,0,93
BreakableBlock,-4,9,50
Block,-45,0,135
BreakableBlock,16,7,92
BreakableBlock,12,15,56
BreakableBlock,18,11,40
BreakableBlock,-2,15,58
BreakableBlock,6,7,68
Block,-9,0,177
Block,-21,0,-36
Block,-42,0,111
BreakableBlock,2,11,66
BreakableBlock,20,13,46
BreakableBlock,-22,13,68
BreakableBlock,2,3,122
BreakableBlock,24,11,40
BreakableBlock,12,7,78
Block,-24,0,-54
Block,-3,0,162
BreakableBlock,-10,3,60
BreakableBlock,14,13,92
BreakableBlock,-22,13,92
Block,-21,0,204
BreakableBlock,2,9,56
BreakableBlock,-4,5,46
Block,33,0,-45
BreakableBlock,-14,15,76
BreakableBlock,2,11,50
Block,-48,0,213
BreakableBlock,-16,9,80
BreakableBlock,-2,9,80
BreakableBlock,12,13,90
BreakableBlock,-4,9,84
BreakableBlock,24,7,66
BreakableBlock,24,5,92
BreakableBlock,-18,9,34
Block,57,0,117
BreakableBlock,10,3,86
BreakableBlock,-2,15,84
BreakableBlock,-2,9,36
BreakableBlock,-2,15,46
BreakableBlock,-12,15,66
BreakableBlock,-10,5,52
BreakableBlock,0,7,80
Block,-33,0,210
BreakableBlock,-6,7,46
Block,-54,0,198
BreakableBlock,2,5,34
BreakableBlock,-22,7,60
BreakableBlock,16,3,92
Block,-18,0,33
Block,42,0,186
BreakableBlock,-14,5,68
BreakableBlock,-30,5,122
BreakableBlock,-8,13,34
BreakableBlock,-10,15,78
Block,-6,0,6
BreakableBlock,2,15,42
Block,-27,0,183
BreakableBlock,6,3,82
Block,3,0,90
BreakableBlock,0,5,122
Block,-27,0,-45
BreakableBlock,24,5,80
BreakableBlock,12,7,60
BreakableBlock,-18,7,84
BreakableBlock,-14,7,52
Block,0,0,30
BreakableBlock,18,5,32
Block,-36,0,135
BreakableBlock,-6,15,32
BreakableBlock,22,11,76
BreakableBlock,-8,9,44
BreakableBlock,14,9,64
Block,-39,0,147
BreakableBlock,6,11,32
BreakableBlock,10,9,84
Block,-24,0,219
BreakableBlock,0,9,34
BreakableBlock,18,3,32
Block,12,0,18
BreakableBlock,-18,3,88
BreakableBlock,2,7,82
Block,-15,0,24
BreakableBlock,2,5,42
Block,-45,0,219
Block,-15,0,81
Block,39,0,108
BreakableBlock,-18,15,52
BreakableBlock,-14,3,48
Block,0,0,96
BreakableBlock,10,13,50
BreakableBlock,-8,3,92
BreakableBlock,-6,9,56
BreakableBlock,10,15,88
BreakableBlock,-10,11,68
Block,-18,0,69
Block,3,0,-15
BreakableBlock,22,11,72
BreakableBlock,10,5,60
BreakableBlock,-4,9,44
BreakableBlock,-12,7,36
Block,-36,0,201
Block,6,0,174
Block,-12,0,204
BreakableBlock,24,15,62
BreakableBlock,-6,9,42
BreakableBlock,-8,13,44
BreakableBlock,-12,15,58
BreakableBlock,-8,7,32
BreakableBlock,20,5,66
Block,42,0,174
BreakableBlock,0,7,64
Block,-3,0,117
Block,15,0,0
BreakableBlock,-12,13,50
BreakableBlock,6,9,84
BreakableBlock,-18,7,58
Block,54,0,147
BreakableBlock,20,7,88
BreakableBlock,24,13,48
Block,42,0,165
BreakableBlock,-10,11,50
BreakableBlock,-18,11,34
Block,57,0,153
Block,-48,0,108
BreakableBlock,-18,7,38
Block,30,0,108
BreakableBlock,12,9,58
BreakableBlock,-2,13,48
BreakableBlock,-22,11,38
Block,12,0,96
BreakableBlock,20,13,30
BreakableBlock,-8,13,70
BreakableBlock,-4,15,46
BreakableBlock,-20,7,50
Block,9,0,36
BreakableBlock,22,7,42
Block,48,0,213
BreakableBlock,16,7,68
Block,-45,0,222
BreakableBlock,18,5,70
BreakableBlock,-12,13,54
Block,-6,0,180
BreakableBlock,14,11,90
Block,-9,0,144
BreakableBlock,-14,5,84
Block,-9,0,78
BreakableBlock,24,9,42
BreakableBlock,8,3,62
Block,-15,0,225
Block,-24,0,180
Block,-24,0,177
BreakableBlock,12,9,34
BreakableBlock,-6,13,42
BreakableBlock,-22,13,74
Block,21,0,225
BreakableBlock,0,11,84
BreakableBlock,8,13,42
BreakableBlock,-6,9,78
Block,-42,0,156
BreakableBlock,2,9,78
BreakableBlock,-22,11,74
BreakableBlock,16,3,30
BreakableBlock,0,11,92
Block,-48,0,207
Block,3,0,207
Block,-51,0,195
Block,12,0,150
BreakableBlock,-10,15,82
BreakableBlock,-22,11,92
BreakableBlock,-8,7,42
BreakableBlock,-14,11,82
BreakableBlock,-18,3,34
BreakableBlock,12,15,76
BreakableBlock,8,7,62
BreakableBlock,18,3,54
Block,-33,0,-45
BreakableBlock,-16,5,40
BreakableBlock,-8,15,92
BreakableBlock,24,7,78
BreakableBlock,14,7,30
Block,0,0,138
BreakableBlock,8,5,86
Block,-57,0,165
BreakableBlock,-16,13,74
Block,57,0,189
BreakableBlock,-16,15,82
Block,12,0,138
Block,15,0,126
Block,-9,0,-24
BreakableBlock,12,7,50
Block,-6,0,18
Block,-3,0,27
BreakableBlock,14,3,68
BreakableBlock,14,9,78
BreakableBlock,0,11,44
Block,-54,0,177
BreakableBlock,8,13,54
BreakableBlock,12,3,90
BreakableBlock,12,5,66
BreakableBlock,0,5,36
BreakableBlock,-4,5,68
Block,-18,0,141
Block,-15,0,66
Block,24,0,-39
BreakableBlock,-4,9,40
BreakableBlock,24,7,52
BreakableBlock,2,11,46
Block,30,0,222
Block,39,0,162
BreakableBlock,12,11,38
BreakableBlock,-18,3,58
BreakableBlock,-16,9,38
BreakableBlock,14,7,78
BreakableBlock,-16,7,60
BreakableBlock,18,7,58
Block,18,0,105
Block,-12,0,225
BreakableBlock,-6,5,36
BreakableBlock,0,11,32
BreakableBlock,24,13,30
BreakableBlock,24,15,40
BreakableBlock,-16,15,36
Block,3,0,105
BreakableBlock,-14,15,46
BreakableBlock,-6,13,82
Block,24,0,162
BreakableBlock,-12,13,82
Block,24,0,-18
Block,0,0,-27
BreakableBlock,24,3,46
BreakableBlock,10,13,72
Block,21,0,-48
Block,-15,0,12
Block,0,0,168
BreakableBlock,16,15,34
Block,-15,0,159
Block,-12,0,120
Block,-33,0,135
BreakableBlock,20,13,34
BreakableBlock,10,3,36
BreakableBlock,12,3,50
BreakableBlock,16,7,62
Block,18,0,99
BreakableBlock,20,5,72
Block,15,0,66
BreakableBlock,-2,15,72
Block,48,0,198
BreakableBlock,8,11,38
BreakableBlock,-14,7,44
Block,45,0,141
Block,-54,0,210
Block,-9,0,-18
BreakableBlock,-6,13,48
BreakableBlock,-22,13,30
BreakableBlock,6,7,84
BreakableBlock,4,13,60
BreakableBlock,-10,7,54
Block,-30,0,-6
BreakableBlock,-16,5,32
BreakableBlock,-12,15,48
BreakableBlock,-22,5,80
BreakableBlock,-8,9,48
Block,57,0,138
BreakableBlock,20,7,64
Block,15,0,-45
BreakableBlock,-4,5,58
BreakableBlock,22,5,38
Block,-9,0,96
Block,42,0,204
Block,-18,0,39
BreakableBlock,6,3,30
BreakableBlock,8,15,40
BreakableBlock,20,3,66
